Past_PatTrans_Meth_Yr_Round,Pasture,Patch,Past_Pat,Past_Pat_Yr,Past_PatTrans,Past_PatTrans_Method,SweepVac,Round,Year,StartTime,Temp,Winds,OrdinalSamplingDate,Hemipterans,Hoppers,Zoophages,Phytophage,Hymenoptera,Dipt,Aphi,Penta,Heteroptera,Past_Pat_ImageYear,Fescue,Robel,Forb,WSG,Legume,Woody,Bare,Litter,Litter_Depth,HerbProp,CropProp,TreeProp,WaterProp,ImpSurProp,Tree_kmHa,ImageYear,Herb_ha,Crop_ha,ImpSur_ha,Tree_ha,Tree_mHa,Water_ha,FireTreat,TSF,HerbExp_14-18,HerbTreat_14-18,HerbYesNo_alltime,TSH,GrazingTreat,GrazingYesNo,Cole_Ad,Lepi_Ad,Lepi_La,Cole_La,Orth,Aran
PYW_N2_Vacuum_2016_2,PYW,N,PYW_N,PYW_N_2016,PYW_N2,PYW_N2_Vacuum,Vacuum,2,2016,12.01,83,2,189,16,14,0,16,3,3,0,0,2,PYW_N_2016.17,13,2.266666667,31.23333333,15.86666667,25.63333333,0.133333333,30.6,62.83333333,1.341666667,0.666139494,0.110973557,0.196576872,0.015336324,0.010973753,0.542070891,2016.17,285.1804843,47.50880717,4.697965162,84.15637868,542.0708908,6.565622243,FB,1,Yes,SnS,Yes,1.5,SLS,Yes,1,0,0,0,12,6
PYW_N2_Vacuum_2017_1,PYW,N,PYW_N,PYW_N_2017,PYW_N2,PYW_N2_Vacuum,Vacuum,1,2017,10.42,80,8,173,57,45,0,57,0,6,3,0,9,PYW_N_2016.17,8.2,2.1,12.76666667,9.133333333,58.6,0.533333333,4.8,92,1.766666667,0.666139494,0.110973557,0.196576872,0.015336324,0.010973753,0.542070891,2016.17,285.1804843,47.50880717,4.697965162,84.15637868,542.0708908,6.565622243,FB,2,Yes,SnS,Yes,2.5,SLS,Yes,2,1,0,0,68,10
PYW_N2_Vacuum_2017_2,PYW,N,PYW_N,PYW_N_2017,PYW_N2,PYW_N2_Vacuum,Vacuum,2,2017,13.03,80,0,195,97,77,3,94,2,6,0,1,20,PYW_N_2016.17,8.2,2.1,12.76666667,9.133333333,58.6,0.533333333,4.8,92,1.766666667,0.666139494,0.110973557,0.196576872,0.015336324,0.010973753,0.542070891,2016.17,285.1804843,47.50880717,4.697965162,84.15637868,542.0708908,6.565622243,FB,2,Yes,SnS,Yes,2.5,SLS,Yes,4,0,1,0,37,11
PYW_S1_Sweep_2015_1,PYW,S,PYW_S,PYW_S_2015,PYW_S1,PYW_S1_Sweep,Sweep,1,2015,11.92,75,4,172,46,35,0,46,9,47,0,0,11,PYW_S_2016.17,37.1,1.833333333,8.733333333,4.266666667,41.13333333,0.733333333,4.833333333,3.8,0.033333333,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,0,Yes,Con,No,0.5,SLS,Yes,20,1,2,0,2,3
PYW_S1_Sweep_2015_2,PYW,S,PYW_S,PYW_S_2015,PYW_S1,PYW_S1_Sweep,Sweep,2,2015,14.08,80,4,210,65,47,3,62,6,20,0,1,18,PYW_S_2016.17,37.1,1.833333333,8.733333333,4.266666667,41.13333333,0.733333333,4.833333333,3.8,0.033333333,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,0,Yes,Con,No,0.5,SLS,Yes,4,4,5,0,15,15
PYW_S1_Sweep_2016_1,PYW,S,PYW_S,PYW_S_2016,PYW_S1,PYW_S1_Sweep,Sweep,1,2016,11.08,78,0,175,42,32,5,37,2,6,0,0,10,PYW_S_2016.17,49.26666667,1.866666667,15.9,8.166666667,27.06666667,1.8,10.03333333,77.83333333,1.330666667,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,1,Yes,Con,No,1.5,SLS,Yes,3,0,1,0,21,5
PYW_S1_Sweep_2016_2,PYW,S,PYW_S,PYW_S_2016,PYW_S1,PYW_S1_Sweep,Sweep,2,2016,11.53,95,0,206,18,13,2,16,5,1,0,0,5,PYW_S_2016.17,49.26666667,1.866666667,15.9,8.166666667,27.06666667,1.8,10.03333333,77.83333333,1.330666667,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,1,Yes,Con,No,1.5,SLS,Yes,1,0,1,0,15,9
PYW_S1_Sweep_2017_1,PYW,S,PYW_S,PYW_S_2017,PYW_S1,PYW_S1_Sweep,Sweep,1,2017,11.35,80,4,173,84,78,3,81,3,8,0,1,6,PYW_S_2016.17,6.714285714,2.571428571,19.14285714,10.42857143,28.57142857,0,4.285714286,87.85714286,1.857142857,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,2,Yes,Con,No,2.5,SLS,Yes,8,0,1,0,0,10
PYW_S1_Sweep_2017_2,PYW,S,PYW_S,PYW_S_2017,PYW_S1,PYW_S1_Sweep,Sweep,2,2017,13.75,80,0,195,79,56,6,73,12,6,0,2,23,PYW_S_2016.17,6.714285714,2.571428571,19.14285714,10.42857143,28.57142857,0,4.285714286,87.85714286,1.857142857,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,2,Yes,Con,No,2.5,SLS,Yes,9,2,1,0,19,5
PYW_S1_Vacuum_2015_1,PYW,S,PYW_S,PYW_S_2015,PYW_S1,PYW_S1_Vacuum,Vacuum,1,2015,11.92,75,4,172,60,51,0,60,4,24,0,0,9,PYW_S_2016.17,37.1,1.833333333,8.733333333,4.266666667,41.13333333,0.733333333,4.833333333,3.8,0.033333333,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,0,Yes,Con,No,0.5,SLS,Yes,1,0,7,0,14,3
PYW_S1_Vacuum_2015_2,PYW,S,PYW_S,PYW_S_2015,PYW_S1,PYW_S1_Vacuum,Vacuum,2,2015,14.08,80,4,210,48,36,1,47,2,5,0,0,12,PYW_S_2016.17,37.1,1.833333333,8.733333333,4.266666667,41.13333333,0.733333333,4.833333333,3.8,0.033333333,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,0,Yes,Con,No,0.5,SLS,Yes,2,0,2,0,1,4
PYW_S1_Vacuum_2016_1,PYW,S,PYW_S,PYW_S_2016,PYW_S1,PYW_S1_Vacuum,Vacuum,1,2016,11.08,78,0,175,20,17,1,19,2,2,0,0,3,PYW_S_2016.17,49.26666667,1.866666667,15.9,8.166666667,27.06666667,1.8,10.03333333,77.83333333,1.330666667,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,1,Yes,Con,No,1.5,SLS,Yes,2,0,0,0,13,4
PYW_S1_Vacuum_2016_2,PYW,S,PYW_S,PYW_S_2016,PYW_S1,PYW_S1_Vacuum,Vacuum,2,2016,11.53,95,0,206,74,60,3,71,2,4,0,3,14,PYW_S_2016.17,49.26666667,1.866666667,15.9,8.166666667,27.06666667,1.8,10.03333333,77.83333333,1.330666667,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,1,Yes,Con,No,1.5,SLS,Yes,3,0,2,0,37,10
PYW_S1_Vacuum_2017_1,PYW,S,PYW_S,PYW_S_2017,PYW_S1,PYW_S1_Vacuum,Vacuum,1,2017,11.35,80,4,173,25,18,0,25,0,0,2,0,5,PYW_S_2016.17,6.714285714,2.571428571,19.14285714,10.42857143,28.57142857,0,4.285714286,87.85714286,1.857142857,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,2,Yes,Con,No,2.5,SLS,Yes,2,0,0,0,20,2
PYW_S1_Vacuum_2017_2,PYW,S,PYW_S,PYW_S_2017,PYW_S1,PYW_S1_Vacuum,Vacuum,2,2017,13.75,80,0,195,41,26,1,40,1,2,0,2,15,PYW_S_2016.17,6.714285714,2.571428571,19.14285714,10.42857143,28.57142857,0,4.285714286,87.85714286,1.857142857,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,2,Yes,Con,No,2.5,SLS,Yes,1,0,1,0,11,8
PYW_S2_Sweep_2015_1,PYW,S,PYW_S,PYW_S_2015,PYW_S2,PYW_S2_Sweep,Sweep,1,2015,12.33,75,4,172,35,27,1,34,10,21,0,2,8,PYW_S_2016.17,37.1,1.833333333,8.733333333,4.266666667,41.13333333,0.733333333,4.833333333,3.8,0.033333333,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,0,Yes,Con,No,0.5,SLS,Yes,10,2,1,0,11,2
PYW_S2_Sweep_2015_2,PYW,S,PYW_S,PYW_S_2015,PYW_S2,PYW_S2_Sweep,Sweep,2,2015,13.83,80,4,210,39,33,0,39,1,10,0,1,6,PYW_S_2016.17,37.1,1.833333333,8.733333333,4.266666667,41.13333333,0.733333333,4.833333333,3.8,0.033333333,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,0,Yes,Con,No,0.5,SLS,Yes,0,1,2,0,14,10
PYW_S2_Sweep_2016_1,PYW,S,PYW_S,PYW_S_2016,PYW_S2,PYW_S2_Sweep,Sweep,1,2016,10.67,78,0,175,63,48,3,60,5,8,0,2,15,PYW_S_2016.17,49.26666667,1.866666667,15.9,8.166666667,27.06666667,1.8,10.03333333,77.83333333,1.330666667,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,1,Yes,Con,No,1.5,SLS,Yes,9,0,0,0,30,7
PYW_S2_Sweep_2016_2,PYW,S,PYW_S,PYW_S_2016,PYW_S2,PYW_S2_Sweep,Sweep,2,2016,11.27,95,0,206,24,12,5,19,7,2,0,0,12,PYW_S_2016.17,49.26666667,1.866666667,15.9,8.166666667,27.06666667,1.8,10.03333333,77.83333333,1.330666667,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,1,Yes,Con,No,1.5,SLS,Yes,3,0,0,0,50,13
PYW_S2_Sweep_2017_1,PYW,S,PYW_S,PYW_S_2017,PYW_S2,PYW_S2_Sweep,Sweep,1,2017,11.6,80,4,173,60,58,0,60,1,8,0,0,2,PYW_S_2016.17,6.714285714,2.571428571,19.14285714,10.42857143,28.57142857,0,4.285714286,87.85714286,1.857142857,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,2,Yes,Con,No,2.5,SLS,Yes,1,0,1,0,11,3
PYW_S2_Sweep_2017_2,PYW,S,PYW_S,PYW_S_2017,PYW_S2,PYW_S2_Sweep,Sweep,2,2017,14.02,80,0,195,24,17,2,22,4,2,0,3,7,PYW_S_2016.17,6.714285714,2.571428571,19.14285714,10.42857143,28.57142857,0,4.285714286,87.85714286,1.857142857,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,2,Yes,Con,No,2.5,SLS,Yes,0,0,0,0,9,3
PYW_S2_Vacuum_2015_1,PYW,S,PYW_S,PYW_S_2015,PYW_S2,PYW_S2_Vacuum,Vacuum,1,2015,12.33,75,4,172,66,53,0,66,5,36,0,0,13,PYW_S_2016.17,37.1,1.833333333,8.733333333,4.266666667,41.13333333,0.733333333,4.833333333,3.8,0.033333333,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,0,Yes,Con,No,0.5,SLS,Yes,7,1,4,0,23,3
PYW_S2_Vacuum_2015_2,PYW,S,PYW_S,PYW_S_2015,PYW_S2,PYW_S2_Vacuum,Vacuum,2,2015,13.83,80,4,210,255,213,2,253,5,62,0,2,42,PYW_S_2016.17,37.1,1.833333333,8.733333333,4.266666667,41.13333333,0.733333333,4.833333333,3.8,0.033333333,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,0,Yes,Con,No,0.5,SLS,Yes,1,5,0,0,12,12
PYW_S2_Vacuum_2016_1,PYW,S,PYW_S,PYW_S_2016,PYW_S2,PYW_S2_Vacuum,Vacuum,1,2016,10.67,78,0,175,27,16,4,23,6,3,0,2,11,PYW_S_2016.17,49.26666667,1.866666667,15.9,8.166666667,27.06666667,1.8,10.03333333,77.83333333,1.330666667,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,1,Yes,Con,No,1.5,SLS,Yes,0,0,1,0,11,4
PYW_S2_Vacuum_2016_2,PYW,S,PYW_S,PYW_S_2016,PYW_S2,PYW_S2_Vacuum,Vacuum,2,2016,11.27,95,0,206,44,39,2,42,3,0,0,1,5,PYW_S_2016.17,49.26666667,1.866666667,15.9,8.166666667,27.06666667,1.8,10.03333333,77.83333333,1.330666667,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,1,Yes,Con,No,1.5,SLS,Yes,2,0,0,0,70,13
PYW_S2_Vacuum_2017_1,PYW,S,PYW_S,PYW_S_2017,PYW_S2,PYW_S2_Vacuum,Vacuum,1,2017,11.6,80,4,173,27,22,0,27,0,5,1,0,4,PYW_S_2016.17,6.714285714,2.571428571,19.14285714,10.42857143,28.57142857,0,4.285714286,87.85714286,1.857142857,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,2,Yes,Con,No,2.5,SLS,Yes,6,0,1,1,11,6
PYW_S2_Vacuum_2017_2,PYW,S,PYW_S,PYW_S_2017,PYW_S2,PYW_S2_Vacuum,Vacuum,2,2017,14.02,80,0,195,59,50,0,59,7,2,2,1,7,PYW_S_2016.17,6.714285714,2.571428571,19.14285714,10.42857143,28.57142857,0,4.285714286,87.85714286,1.857142857,0.533577626,0.119873159,0.328366027,0.007348661,0.010834528,0.487503277,2016.17,228.957528,51.43743054,4.649083065,140.9014736,487.5032765,3.153301564,FB,2,Yes,Con,No,2.5,SLS,Yes,1,0,0,0,27,7
RC2_C1_Sweep_2015_1,RC2,C,RC2_C,RC2_C_2015,RC2_C1,RC2_C1_Sweep,Sweep,1,2015,13.08,80,0,178,100,65,10,90,7,71,0,2,35,RC2_C_2016.17,6.6,6.3,57.73333333,3.166666667,26.86666667,0,63.36666667,33.4,0.8,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,0.5,None,No,5,0,5,0,4,8
RC2_C1_Sweep_2015_2,RC2,C,RC2_C,RC2_C_2015,RC2_C1,RC2_C1_Sweep,Sweep,2,2015,13.62,100,0,210,47,12,4,43,19,27,0,1,35,RC2_C_2016.17,6.6,6.3,57.73333333,3.166666667,26.86666667,0,63.36666667,33.4,0.8,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,0.5,None,No,1,0,1,0,1,3
RC2_C1_Sweep_2016_1,RC2,C,RC2_C,RC2_C_2016,RC2_C1,RC2_C1_Sweep,Sweep,1,2016,14.53,75,0,183,121,35,0,121,5,14,0,8,86,RC2_C_2016.17,9.8,7.1,43.6,0.3,20.63333333,0.533333333,28.16666667,65.3,2.058333333,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,1.5,None,No,5,0,1,1,8,5
RC2_C1_Sweep_2017_1,RC2,C,RC2_C,RC2_C_2017,RC2_C1,RC2_C1_Sweep,Sweep,1,2017,12.45,85,1,157,151,96,8,143,9,10,8,0,47,RC2_C_2016.17,7.166666667,6.3,25.66666667,0.166666667,34.06666667,2.633333333,8.8,88.46666667,5.016666667,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,2.5,None,No,7,2,1,1,11,8
RC2_C1_Sweep_2017_2,RC2,C,RC2_C,RC2_C_2017,RC2_C1,RC2_C1_Sweep,Sweep,2,2017,12.65,75,4,206,56,19,4,52,8,2,0,9,37,RC2_C_2016.17,7.166666667,6.3,25.66666667,0.166666667,34.06666667,2.633333333,8.8,88.46666667,5.016666667,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,2.5,None,No,1,0,4,4,23,55
RC2_C1_Vacuum_2015_1,RC2,C,RC2_C,RC2_C_2015,RC2_C1,RC2_C1_Vacuum,Vacuum,1,2015,13.08,80,0,178,46,28,9,37,2,14,0,0,18,RC2_C_2016.17,6.6,6.3,57.73333333,3.166666667,26.86666667,0,63.36666667,33.4,0.8,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,0.5,None,No,0,0,0,0,6,3
RC2_C1_Vacuum_2015_2,RC2,C,RC2_C,RC2_C_2015,RC2_C1,RC2_C1_Vacuum,Vacuum,2,2015,13.62,100,0,210,38,26,5,33,2,15,0,0,12,RC2_C_2016.17,6.6,6.3,57.73333333,3.166666667,26.86666667,0,63.36666667,33.4,0.8,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,0.5,None,No,0,0,0,0,2,2
RC2_C1_Vacuum_2016_1,RC2,C,RC2_C,RC2_C_2016,RC2_C1,RC2_C1_Vacuum,Vacuum,1,2016,14.53,75,0,183,29,17,0,29,5,4,1,0,11,RC2_C_2016.17,9.8,7.1,43.6,0.3,20.63333333,0.533333333,28.16666667,65.3,2.058333333,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,1.5,None,No,2,0,1,0,6,11
RC2_C1_Vacuum_2017_1,RC2,C,RC2_C,RC2_C_2017,RC2_C1,RC2_C1_Vacuum,Vacuum,1,2017,12.45,85,1,157,18,7,3,15,3,5,8,0,3,RC2_C_2016.17,7.166666667,6.3,25.66666667,0.166666667,34.06666667,2.633333333,8.8,88.46666667,5.016666667,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,2.5,None,No,1,1,3,0,3,4
RC2_C1_Vacuum_2017_2,RC2,C,RC2_C,RC2_C_2017,RC2_C1,RC2_C1_Vacuum,Vacuum,2,2017,12.65,75,4,206,31,18,1,30,3,0,2,4,11,RC2_C_2016.17,7.166666667,6.3,25.66666667,0.166666667,34.06666667,2.633333333,8.8,88.46666667,5.016666667,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,2.5,None,No,2,0,0,0,12,16
RC2_C2_Sweep_2015_1,RC2,C,RC2_C,RC2_C_2015,RC2_C2,RC2_C2_Sweep,Sweep,1,2015,14,80,0,178,40,26,2,38,0,30,0,0,14,RC2_C_2016.17,6.6,6.3,57.73333333,3.166666667,26.86666667,0,63.36666667,33.4,0.8,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,0.5,None,No,7,2,0,0,1,3
RC2_C2_Sweep_2015_2,RC2,C,RC2_C,RC2_C_2015,RC2_C2,RC2_C2_Sweep,Sweep,2,2015,13.9,100,0,210,55,21,3,52,14,10,0,1,34,RC2_C_2016.17,6.6,6.3,57.73333333,3.166666667,26.86666667,0,63.36666667,33.4,0.8,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,0.5,None,No,0,0,0,0,0,8
RC2_C2_Sweep_2016_1,RC2,C,RC2_C,RC2_C_2016,RC2_C2,RC2_C2_Sweep,Sweep,1,2016,15,75,0,183,101,56,6,95,1,17,0,4,45,RC2_C_2016.17,9.8,7.1,43.6,0.3,20.63333333,0.533333333,28.16666667,65.3,2.058333333,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,1.5,None,No,0,0,3,0,13,3
RC2_C2_Sweep_2016_2,RC2,C,RC2_C,RC2_C_2016,RC2_C2,RC2_C2_Sweep,Sweep,2,2016,12.83,104,4,202,115,83,5,110,6,5,1,1,31,RC2_C_2016.17,9.8,7.1,43.6,0.3,20.63333333,0.533333333,28.16666667,65.3,2.058333333,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,1.5,None,No,0,1,1,0,27,12
RC2_C2_Sweep_2017_1,RC2,C,RC2_C,RC2_C_2017,RC2_C2,RC2_C2_Sweep,Sweep,1,2017,12.07,85,1,157,26,13,2,24,0,5,7,0,6,RC2_C_2016.17,7.166666667,6.3,25.66666667,0.166666667,34.06666667,2.633333333,8.8,88.46666667,5.016666667,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,2.5,None,No,1,0,0,2,6,8
RC2_C2_Sweep_2017_2,RC2,C,RC2_C,RC2_C_2017,RC2_C2,RC2_C2_Sweep,Sweep,2,2017,12.37,75,4,206,54,20,11,43,4,2,0,6,34,RC2_C_2016.17,7.166666667,6.3,25.66666667,0.166666667,34.06666667,2.633333333,8.8,88.46666667,5.016666667,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,2.5,None,No,4,1,0,0,30,20
RC2_C2_Vacuum_2015_1,RC2,C,RC2_C,RC2_C_2015,RC2_C2,RC2_C2_Vacuum,Vacuum,1,2015,14,80,0,178,71,54,5,66,0,43,2,0,15,RC2_C_2016.17,6.6,6.3,57.73333333,3.166666667,26.86666667,0,63.36666667,33.4,0.8,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,0.5,None,No,1,1,2,0,7,6
RC2_C2_Vacuum_2015_2,RC2,C,RC2_C,RC2_C_2015,RC2_C2,RC2_C2_Vacuum,Vacuum,2,2015,13.9,100,0,210,50,28,7,43,1,3,5,2,17,RC2_C_2016.17,6.6,6.3,57.73333333,3.166666667,26.86666667,0,63.36666667,33.4,0.8,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,0.5,None,No,1,0,0,0,1,4
RC2_C2_Vacuum_2016_1,RC2,C,RC2_C,RC2_C_2016,RC2_C2,RC2_C2_Vacuum,Vacuum,1,2016,15,75,0,183,60,31,4,56,2,4,1,3,28,RC2_C_2016.17,9.8,7.1,43.6,0.3,20.63333333,0.533333333,28.16666667,65.3,2.058333333,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,1.5,None,No,8,0,2,0,8,6
RC2_C2_Vacuum_2016_2,RC2,C,RC2_C,RC2_C_2016,RC2_C2,RC2_C2_Vacuum,Vacuum,2,2016,12.83,104,4,202,112,55,9,103,8,39,0,2,57,RC2_C_2016.17,9.8,7.1,43.6,0.3,20.63333333,0.533333333,28.16666667,65.3,2.058333333,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,1.5,None,No,9,1,2,0,40,41
RC2_C2_Vacuum_2017_1,RC2,C,RC2_C,RC2_C_2017,RC2_C2,RC2_C2_Vacuum,Vacuum,1,2017,12.07,85,1,157,34,14,4,30,10,14,12,1,8,RC2_C_2016.17,7.166666667,6.3,25.66666667,0.166666667,34.06666667,2.633333333,8.8,88.46666667,5.016666667,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,2.5,None,No,2,1,2,0,6,3
RC2_C2_Vacuum_2017_2,RC2,C,RC2_C,RC2_C_2017,RC2_C2,RC2_C2_Vacuum,Vacuum,2,2017,12.37,75,4,206,26,15,1,25,0,1,1,2,10,RC2_C_2016.17,7.166666667,6.3,25.66666667,0.166666667,34.06666667,2.633333333,8.8,88.46666667,5.016666667,0.631766073,0.11460586,0.230096133,0.009461429,0.014070505,0.667578432,2016.17,265.1101341,48.09244454,5.904453521,96.55601847,667.5784317,3.970331463,No,UNK,Yes,Spr,Yes,2.5,None,No,0,0,0,0,4,13
RC2_N1_Sweep_2015_1,RC2,N,RC2_N,RC2_N_2015,RC2_N1,RC2_N1_Sweep,Sweep,1,2015,13.5,80,0,178,17,6,1,16,2,19,0,0,11,RC2_N_2016.17,4.133333333,4.9,51.43333333,10.63333333,20.26666667,1.266666667,41.33333333,58.83333333,0.6,0.642740255,0.119236024,0.214552475,0.009145727,0.014325519,0.69955056,2016.17,269.0633063,49.91446946,5.996934883,89.81575039,699.5505602,3.828575444,No,UNK,Yes,SnS,Yes,0.5,None,No,1,0,1,0,2,5
